polynomialIndex,pointIndex,point,cyclePoint,multiply,result
0,0,4.200938701629639,0,9.604179382324219,0
0,1,1.971914649009705,0,4.508188247680664,0
0,2,3.915496110916138,0,8.951601028442383,0
0,3,3.992200136184692,0,9.126961708068848,0
0,4,4.558237075805664,0,10.42103385925293,0
0,5,0.9877568483352661,0,2.258208036422729,0
0,6,1.676113724708557,0,3.831928491592407,0
0,7,3.841147899627686,0,8.781625747680664,0
0,8,1.38887357711792,0,3.175240516662598,0
0,9,2.76984977722168,0,6.332426071166992,0
0,10,2.386985301971436,0,5.457121849060059,0
0,11,3.144354581832886,0,7.188618183135986,0
0,12,1.823922395706177,0,4.169848442077637,0
0,13,2.567004680633545,0,5.868681907653809,0
0,14,4.761148452758789,0,10.88492965698242,0
0,15,4.580975532531738,0,10.47301864624023,0
0,16,3.178558588027954,0,7.266815662384033,0
0,17,3.586484909057617,0,8.199416160583496,0
0,18,0.7080128192901611,0,1.61865770816803,0
0,19,3.034844398498535,0,6.93825626373291,0
1,0,3.034844398498535,4.200938701629639,23.05490875244141,9.604179382324219
1,1,3.034844398498535,1.971914649009705,10.82194137573242,4.508188247680664
1,2,3.034844398498535,3.915496110916138,21.48838806152344,8.951601028442383
1,3,3.034844398498535,3.992200136184692,21.90934371948242,9.126961708068848
1,4,3.034844398498535,4.558237075805664,25.01577377319336,10.42103385925293
1,5,3.034844398498535,0.9877568483352661,5.420846462249756,2.258208036422729
1,6,3.034844398498535,1.676113724708557,9.198575019836426,3.831928491592407
1,7,3.034844398498535,3.841147899627686,21.08036231994629,8.781625747680664
1,8,3.034844398498535,1.38887357711792,7.622189998626709,3.175240516662598
1,9,3.034844398498535,2.76984977722168,15.20103931427002,6.332426071166992
1,10,3.034844398498535,2.386985301971436,13.0998649597168,5.457121849060059
1,11,3.034844398498535,3.144354581832886,17.25633430480957,7.188618183135986
1,12,3.034844398498535,1.823922395706177,10.0097541809082,4.169848442077637
1,13,3.034844398498535,2.567004680633545,14.08781719207764,5.868681907653809
1,14,3.034844398498535,4.761148452758789,26.12936019897461,10.88492965698242
1,15,3.034844398498535,4.580975532531738,25.14056396484375,10.47301864624023
1,16,3.034844398498535,3.178558588027954,17.44404792785645,7.266815662384033
1,17,3.034844398498535,3.586484909057617,19.68276214599609,8.199416160583496
1,18,3.034844398498535,0.7080128192901611,3.885600566864014,1.61865770816803
1,19,3.034844398498535,3.034844398498535,16.65533828735352,6.93825626373291
2,0,3.034844398498535,4.200938701629639,38.11719512939453,23.05490875244141
2,1,3.034844398498535,1.971914649009705,17.89215850830078,10.82194137573242
2,2,3.034844398498535,3.915496110916138,35.5272331237793,21.48838806152344
2,3,3.034844398498535,3.992200136184692,36.22320938110352,21.90934371948242
2,4,3.034844398498535,4.558237075805664,41.35913848876953,25.01577377319336
2,5,3.034844398498535,0.9877568483352661,8.962407112121582,5.420846462249756
2,6,3.034844398498535,1.676113724708557,15.20820999145508,9.198575019836426
2,7,3.034844398498535,3.841147899627686,34.85263824462891,21.08036231994629
2,8,3.034844398498535,1.38887357711792,12.60193824768066,7.622189998626709
2,9,3.034844398498535,2.76984977722168,25.13221740722656,15.20103931427002
2,10,3.034844398498535,2.386985301971436,21.65830039978027,13.0998649597168
2,11,3.034844398498535,3.144354581832886,28.5302848815918,17.25633430480957
